name,state,district,lat,lon,capacity,shelter_type,data_source
Shelter Primary School,Nagaland,Peren,25.4996,93.6235,58,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Odisha,Bargarh,21.3518,83.8094,772,Government Building,Synthetic Generation
Shelter Primary School,Odisha,Bargarh,21.3829,83.8653,286,School,Synthetic Generation
Shelter Primary School,Odisha,Sundergarh,21.9673,84.6737,358,Government Building,Synthetic Generation
Shelter Primary School,Odisha,Sundergarh,21.9911,83.6556,652,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Odisha,Sundergarh,21.984,84.0159,532,School,Synthetic Generation
Shelter Primary School,Odisha,Sundergarh,21.8702,84.9249,678,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Odisha,Kendujhar,21.7601,85.4189,746,School,Synthetic Generation
Shelter Primary School,Odisha,Kendujhar,21.7601,85.4189,477,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Odisha,Kendujhar,21.6211,85.5215,692,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Odisha,Kendujhar,21.5371,85.7051,269,School,Synthetic Generation
Shelter Primary School,Odisha,Kendujhar,21.7537,85.7667,851,Community Hall,Synthetic Generation
Shelter Primary School,Odisha,Kendujhar,21.6826,85.6698,136,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Odisha,Mayurbhanj,21.8952,86.4112,927,School,Synthetic Generation
Shelter Primary School,Odisha,Mayurbhanj,21.8201,86.4515,222,Community Hall,Synthetic Generation
Shelter Primary School,Odisha,Mayurbhanj,21.8952,86.4112,616,Government Building,Synthetic Generation
Shelter Primary School,Odisha,Mayurbhanj,21.8952,86.4112,872,Community Hall,Synthetic Generation
Shelter Primary School,Odisha,Mayurbhanj,21.8952,86.4112,493,Government Building,Synthetic Generation
Shelter Primary School,Odisha,Bhadrak,20.9859,86.6254,762,School,Synthetic Generation
Shelter Primary School,Odisha,Jagatsinghapur,20.2218,86.3437,834,Community Hall,Synthetic Generation
Shelter Primary School,Odisha,Cuttack,20.4496,85.7057,906,School,Synthetic Generation
Shelter Primary School,Odisha,Dhenkanal,20.8262,85.5262,735,School,Synthetic Generation
Shelter Primary School,Odisha,Dhenkanal,20.8262,85.5262,803,Community Hall,Synthetic Generation
Shelter Primary School,Odisha,Khorda,20.09,85.5114,710,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Odisha,Puri,19.8765,85.7209,121,Government Building,Synthetic Generation
Shelter Primary School,Odisha,Puri,19.8765,85.7209,658,Community Hall,Synthetic Generation
Shelter Primary School,Odisha,Ganjam,19.6269,84.6711,412,Government Building,Synthetic Generation
Shelter Primary School,Odisha,Ganjam,19.6738,84.8038,232,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Odisha,Ganjam,20.1132,84.5672,215,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Odisha,Ganjam,19.6269,84.6711,137,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Odisha,Ganjam,20.0969,84.619,719,School,Synthetic Generation
Shelter Primary School,Odisha,Kandhamal,19.8504,83.7035,976,Community Hall,Synthetic Generation
Shelter Primary School,Odisha,Kalahandi,19.9237,83.0565,256,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Odisha,Kalahandi,19.5804,82.6231,157,Government Building,Synthetic Generation
Shelter Primary School,Odisha,Koraput,18.8166,82.7213,898,Government Building,Synthetic Generation
Shelter Primary School,Odisha,Koraput,18.7065,82.3284,249,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Punjab,Gurdaspur,31.6664,75.3283,786,School,Synthetic Generation
Shelter Primary School,Punjab,Kapurthala,31.3531,75.4034,986,School,Synthetic Generation
Shelter Primary School,Punjab,Jalandhar,31.2121,75.5684,920,Community Hall,Synthetic Generation
Shelter Primary School,Punjab,Fatehgarh Sahib,30.7839,76.3898,325,School,Synthetic Generation
Shelter Primary School,Punjab,Ludhiana,31.0092,75.7534,813,Community Hall,Synthetic Generation
Shelter Primary School,Punjab,Ludhiana,30.7531,76.0743,695,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Punjab,Ludhiana,30.8047,75.8361,877,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Punjab,Moga,30.8456,75.3307,628,Community Hall,Synthetic Generation
Shelter Primary School,Punjab,Moga,30.7625,75.1742,451,Community Hall,Synthetic Generation
Shelter Primary School,Punjab,Firozpur,30.9492,74.7637,510,Government Building,Synthetic Generation
Shelter Primary School,Punjab,Bathinda,30.1826,75.0416,566,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Punjab,Patiala,30.2803,76.3516,487,Government Building,Synthetic Generation
Shelter Primary School,Punjab,Amritsar,31.5185,75.3236,612,Community Hall,Synthetic Generation
Shelter Primary School,Punjab,Amritsar,31.5638,75.1216,318,School,Synthetic Generation
Shelter Primary School,Punjab,Mohali,30.8071,76.6995,928,Government Building,Synthetic Generation
Shelter Primary School,Rajasthan,Ganganagar,29.6786,73.7069,355,School,Synthetic Generation
Shelter Primary School,Rajasthan,Ganganagar,29.1545,73.5956,373,School,Synthetic Generation
Shelter Primary School,Rajasthan,Hanumangarh,29.1416,75.2011,392,School,Synthetic Generation
Shelter Primary School,Rajasthan,Hanumangarh,28.9691,74.2362,244,Community Hall,Synthetic Generation
Shelter Primary School,Rajasthan,Bikaner,28.0023,73.3616,981,Government Building,Synthetic Generation
Shelter Primary School,Rajasthan,Bikaner,28.0404,73.3816,764,School,Synthetic Generation
Shelter Primary School,Rajasthan,Bikaner,27.8622,73.3056,897,Community Hall,Synthetic Generation
Shelter Primary School,Rajasthan,Churu,28.3455,74.6986,297,Community Hall,Synthetic Generation
Shelter Primary School,Rajasthan,Churu,28.3455,74.6986,409,Government Building,Synthetic Generation
Shelter Primary School,Rajasthan,Jhujhunu,28.2344,75.4116,982,Community Hall,Synthetic Generation
Shelter Primary School,Rajasthan,Jhujhunu,28.4483,75.7664,282,Community Hall,Synthetic Generation
Shelter Primary School,Rajasthan,Alwar,27.4333,76.9291,872,School,Synthetic Generation
Shelter Primary School,Rajasthan,Alwar,27.5915,76.606,246,School,Synthetic Generation
Shelter Primary School,Rajasthan,Alwar,27.7644,76.5215,202,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Rajasthan,Bharatpur,27.5849,77.1289,113,Government Building,Synthetic Generation
Shelter Primary School,Rajasthan,Bharatpur,27.1367,77.4502,556,Community Hall,Synthetic Generation
Shelter Primary School,Rajasthan,Bharatpur,27.2457,77.2788,70,School,Synthetic Generation
Shelter Primary School,Rajasthan,Dholpur,26.8762,77.8003,62,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Rajasthan,Dholpur,26.7199,77.6155,248,Community Hall,Synthetic Generation
Shelter Primary School,Rajasthan,Karauli,26.9851,76.8673,143,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Rajasthan,Sawai Madhopur,26.3841,76.2324,836,School,Synthetic Generation
Shelter Primary School,Rajasthan,Sawai Madhopur,26.438,76.6988,415,Government Building,Synthetic Generation
Shelter Primary School,Rajasthan,Dausa,26.8561,76.5139,369,Community Hall,Synthetic Generation
Shelter Primary School,Rajasthan,Dausa,26.5619,76.2759,619,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Rajasthan,Jaipur,26.8378,75.8256,222,School,Synthetic Generation
Shelter Primary School,Rajasthan,Jaipur,26.7728,75.7589,529,School,Synthetic Generation
Shelter Primary School,Rajasthan,Jaipur,27.3956,75.8928,823,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Rajasthan,Jaipur,26.9773,75.6235,196,Government Building,Synthetic Generation
Shelter Primary School,Rajasthan,Jaipur,26.9805,75.7243,978,School,Synthetic Generation
Shelter Primary School,Rajasthan,Sikar,27.6366,75.2875,267,Government Building,Synthetic Generation
Shelter Primary School,Rajasthan,Nagaur,27.064,74.1879,50,Government Building,Synthetic Generation
Shelter Primary School,Rajasthan,Nagaur,27.064,74.1879,462,Government Building,Synthetic Generation
Shelter Primary School,Rajasthan,Nagaur,27.064,74.1879,163,Government Building,Synthetic Generation
Shelter Primary School,Rajasthan,Jodhpur,26.905,72.8089,202,Community Hall,Synthetic Generation
Shelter Primary School,Rajasthan,Barmer,25.9741,71.7535,307,School,Synthetic Generation
Shelter Primary School,Rajasthan,Jalor,25.0978,72.2119,355,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Rajasthan,Jalor,24.7536,71.7728,703,Community Hall,Synthetic Generation
Shelter Primary School,Rajasthan,Sirohi,24.571,72.5201,217,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Rajasthan,Pali,25.6267,73.8288,524,School,Synthetic Generation
Shelter Primary School,Rajasthan,Ajmer,26.4475,74.6288,936,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Rajasthan,Ajmer,26.3464,74.4188,458,Government Building,Synthetic Generation
Shelter Primary School,Rajasthan,Chittorgarh,24.8287,74.7797,448,Government Building,Synthetic Generation
Shelter Primary School,Rajasthan,Chittorgarh,24.8287,74.7797,598,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Rajasthan,Kota,25.778,76.5129,888,Government Building,Synthetic Generation
Shelter Primary School,Rajasthan,Kota,25.1241,76.1293,675,School,Synthetic Generation
Shelter Primary School,Rajasthan,Baran,24.7348,76.8807,218,Community Hall,Synthetic Generation
Shelter Primary School,Rajasthan,Baran,24.9118,76.546,574,Community Hall,Synthetic Generation
Shelter Primary School,Rajasthan,Jhalawar,24.4313,76.4904,512,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Rajasthan,Jhalawar,24.3289,76.1968,889,Community Hall,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tiruvallur,13.2431,79.94,169,Community Hall,Synthetic Generation
Shelter Primary School,Tamil Nadu,Chennai,13.0647,80.2523,353,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Tamil Nadu,Kanchipuram,12.975,80.1347,835,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Tamil Nadu,Kanchipuram,12.551,79.8836,475,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Tamil Nadu,Vellore,13.0315,79.753,156,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Tamil Nadu,Vellore,12.7741,79.4091,133,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tiruvannamalai,12.1302,79.2054,237,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tiruvannamalai,12.7137,79.2258,308,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tiruvannamalai,12.674,79.1057,284,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tiruvannamalai,12.5115,78.841,843,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Villupuram,12.2105,79.2557,328,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Villupuram,12.3086,79.611,601,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Villupuram,11.8584,79.6829,973,Community Hall,Synthetic Generation
Shelter Primary School,Tamil Nadu,Villupuram,12.0511,79.0796,811,Community Hall,Synthetic Generation
Shelter Primary School,Tamil Nadu,Villupuram,11.691,79.2873,806,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Villupuram,11.7464,78.9801,825,Community Hall,Synthetic Generation
Shelter Primary School,Tamil Nadu,Villupuram,11.7776,79.135,696,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Villupuram,11.9075,79.3473,693,Community Hall,Synthetic Generation
Shelter Primary School,Tamil Nadu,Salem,11.7527,78.2899,988,Community Hall,Synthetic Generation
Shelter Primary School,Tamil Nadu,Salem,11.6004,78.7169,108,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Tamil Nadu,Namakkal,11.3969,78.4663,828,Community Hall,Synthetic Generation
Shelter Primary School,Tamil Nadu,Erode,11.5152,77.4143,304,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Erode,11.6378,77.2926,412,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Erode,11.6378,77.2926,87,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Nilgiris,11.4559,76.6419,794,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Nilgiris,11.4146,76.8562,111,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Nilgiris,11.4236,76.6838,317,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tiruchirappalli,10.8889,78.5704,202,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tiruchirappalli,11.0269,78.746,595,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tiruchirappalli,11.2938,78.4964,240,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tiruchirappalli,10.9305,78.5251,654,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tiruchirappalli,11.0732,78.5441,811,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tiruchirappalli,10.6493,78.3691,913,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Cuddalore,11.4409,78.9791,355,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Tamil Nadu,Nagapattinam,10.8432,79.6968,489,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Nagapattinam,11.0686,79.6233,939,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Nagapattinam,10.6519,79.6929,974,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Nagapattinam,10.597,79.8349,863,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Nagapattinam,10.8494,79.7389,898,Community Hall,Synthetic Generation
Shelter Primary School,Tamil Nadu,Nagapattinam,10.4532,79.8299,329,Community Hall,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tiruvarur,10.9236,79.6908,538,Community Hall,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tiruvarur,10.5303,79.7057,236,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Thanjavur,10.8553,79.1064,94,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Thanjavur,10.7423,79.2398,219,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Sivaganga,9.8632,78.2149,236,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Madurai,9.9996,78.1377,187,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Tamil Nadu,Madurai,9.9266,78.0096,72,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Theni,9.8902,77.4394,964,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Tamil Nadu,Theni,10.0424,77.5047,442,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Virudhunagar,9.5287,78.1321,856,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Tamil Nadu,Virudhunagar,9.4337,77.7489,970,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Ramanathapuram,9.4401,78.6733,486,Community Hall,Synthetic Generation
Shelter Primary School,Tamil Nadu,Ramanathapuram,9.4401,78.6733,646,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tuticorin,8.5876,78.0497,580,Community Hall,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tuticorin,8.4785,78.0465,205,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tirunelveli,8.6969,77.5887,535,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tirunelveli,8.5998,77.7348,679,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tirunelveli,8.7809,77.719,512,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Tirunelveli,8.7469,77.5274,107,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Kanyakumari,8.3632,77.2978,655,Community Hall,Synthetic Generation
Shelter Primary School,Tamil Nadu,Kanyakumari,8.1794,77.2582,945,Community Hall,Synthetic Generation
Shelter Primary School,Tamil Nadu,Krishnagiri,12.6265,78.3254,200,School,Synthetic Generation
Shelter Primary School,Tamil Nadu,Krishnagiri,12.489,78.0327,852,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Tamil Nadu,Krishnagiri,12.2616,78.3755,721,Government Building,Synthetic Generation
Shelter Primary School,Tamil Nadu,Coimbatore,11.1184,76.969,700,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Tamil Nadu,Coimbatore,10.8745,76.9756,880,Community Hall,Synthetic Generation
Shelter Primary School,Tamil Nadu,Coimbatore,10.8745,76.9756,988,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Tripura,West Tripura,23.8903,91.4025,450,Government Building,Synthetic Generation
Shelter Primary School,Tripura,West Tripura,23.8903,91.4025,903,School,Synthetic Generation
Shelter Primary School,Tripura,Gomti,23.4955,91.3298,401,School,Synthetic Generation
Shelter Primary School,West Bengal,Darjiling,26.8304,88.2625,580,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,Jalpaiguri,26.6605,89.0844,90,Community Hall,Synthetic Generation
Shelter Primary School,West Bengal,Cooch Behar,26.291,89.3437,357,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,Cooch Behar,26.291,89.3437,321,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,Cooch Behar,26.2478,89.2194,627,Government Building,Synthetic Generation
Shelter Primary School,West Bengal,North Dinajpur,25.881,88.1583,961,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,Malda,25.3249,87.9524,875,Community Hall,Synthetic Generation
Shelter Primary School,West Bengal,Malda,25.2546,87.9255,329,Community Hall,Synthetic Generation
Shelter Primary School,West Bengal,Malda,25.1367,88.0923,735,School,Synthetic Generation
Shelter Primary School,West Bengal,Murshidabad,24.4057,88.0651,107,Government Building,Synthetic Generation
Shelter Primary School,West Bengal,Murshidabad,24.7477,87.9359,967,Community Hall,Synthetic Generation
Shelter Primary School,West Bengal,Birbhum,23.9536,87.6665,673,Community Hall,Synthetic Generation
Shelter Primary School,West Bengal,Birbhum,24.1395,87.8054,645,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,Birbhum,24.3225,87.9064,475,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,Birbhum,23.9536,87.6665,592,Government Building,Synthetic Generation
Shelter Primary School,West Bengal,Purba Bardhaman,23.3857,88.0371,496,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,Nadia,23.4827,88.5215,580,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,Nadia,23.4827,88.5215,798,Community Hall,Synthetic Generation
Shelter Primary School,West Bengal,North 24 Parganas,22.4656,88.7803,878,School,Synthetic Generation
Shelter Primary School,West Bengal,North 24 Parganas,22.8433,88.8811,754,School,Synthetic Generation
Shelter Primary School,West Bengal,Hooghly,22.8847,88.0798,817,Government Building,Synthetic Generation
Shelter Primary School,West Bengal,Hooghly,22.8847,88.0798,258,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,Hooghly,22.8847,88.0798,495,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,Hooghly,22.8283,88.0778,788,Government Building,Synthetic Generation
Shelter Primary School,West Bengal,Hooghly,22.8847,88.0798,604,School,Synthetic Generation
Shelter Primary School,West Bengal,Bankura,23.141,87.135,531,School,Synthetic Generation
Shelter Primary School,West Bengal,Bankura,23.141,87.135,513,School,Synthetic Generation
Shelter Primary School,West Bengal,Purulia,23.2774,86.4183,134,Government Building,Synthetic Generation
Shelter Primary School,West Bengal,Purulia,23.2774,86.4183,995,Government Building,Synthetic Generation
Shelter Primary School,West Bengal,Purulia,23.3861,85.9525,897,Government Building,Synthetic Generation
Shelter Primary School,West Bengal,Howrah,22.526,88.0676,415,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,Kolkata,22.5333,88.3917,921,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,South 24 Parganas,22.1168,88.4167,534,School,Synthetic Generation
Shelter Primary School,West Bengal,South 24 Parganas,22.1168,88.4167,662,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,South 24 Parganas,22.1168,88.4167,204,School,Synthetic Generation
Shelter Primary School,West Bengal,South 24 Parganas,22.2209,88.1436,964,Community Hall,Synthetic Generation
Shelter Primary School,West Bengal,South 24 Parganas,22.3002,88.1071,68,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,West Midnapore,22.4143,87.267,177,Government Building,Synthetic Generation
Shelter Primary School,West Bengal,West Midnapore,22.4143,87.267,957,Government Building,Synthetic Generation
Shelter Primary School,West Bengal,West Midnapore,22.4143,87.267,422,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,West Midnapore,22.4143,87.267,72,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,East Midnapore,22.0208,87.7744,705,Community Hall,Synthetic Generation
Shelter Primary School,West Bengal,East Midnapore,22.0208,87.7744,155,Community Hall,Synthetic Generation
Shelter Primary School,West Bengal,Alipurduar,26.7042,89.1455,449,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,Alipurduar,26.5148,89.6522,393,Cyclone Shelter,Synthetic Generation
Shelter Primary School,West Bengal,Paschim Bardhaman,23.9614,87.1708,631,Government Building,Synthetic Generation
Shelter Primary School,West Bengal,South Dinajpur,24.7066,87.8967,969,Community Hall,Synthetic Generation
Shelter Primary School,Sikkim,East Sikkim,27.2385,88.4887,210,Government Building,Synthetic Generation
Shelter Primary School,Arunachal Pradesh,East Siang,28.1238,95.1634,700,Community Hall,Synthetic Generation
Shelter Primary School,Goa,North Goa,15.6152,73.7674,299,Government Building,Synthetic Generation
Shelter Primary School,Goa,South Goa,15.399,73.8257,843,Government Building,Synthetic Generation
Shelter Primary School,Bihar,West Champaran,26.7621,84.4861,982,School,Synthetic Generation
Shelter Primary School,Bihar,West Champaran,26.7621,84.4861,995,Government Building,Synthetic Generation
Shelter Primary School,Bihar,Sitamarhi,26.576,85.5397,622,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Bihar,Sitamarhi,26.576,85.5397,538,Government Building,Synthetic Generation
Shelter Primary School,Bihar,Madhubani,26.4057,86.2179,966,Community Hall,Synthetic Generation
Shelter Primary School,Bihar,Madhubani,26.3874,86.2027,112,Government Building,Synthetic Generation
Shelter Primary School,Bihar,Supaul,26.2477,86.8001,86,Community Hall,Synthetic Generation
Shelter Primary School,Bihar,Kishanganj,26.2617,87.8244,101,Community Hall,Synthetic Generation
Shelter Primary School,Bihar,Kishanganj,26.2956,87.9353,52,Government Building,Synthetic Generation
Shelter Primary School,Bihar,Purnia,25.8814,87.5257,767,Government Building,Synthetic Generation
Shelter Primary School,Bihar,Katihar,25.6133,87.3436,109,Government Building,Synthetic Generation
Shelter Primary School,Bihar,Madhepura,25.9467,86.9759,479,Government Building,Synthetic Generation
Shelter Primary School,Bihar,Saharsa,25.7169,86.438,508,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Bihar,Saharsa,25.9194,86.4649,992,Community Hall,Synthetic Generation
Shelter Primary School,Bihar,Saharsa,25.8593,86.5499,923,Government Building,Synthetic Generation
Shelter Primary School,Bihar,Saharsa,25.8166,86.5898,662,School,Synthetic Generation
Shelter Primary School,Bihar,Darbhanga,26.1138,86.0253,800,Community Hall,Synthetic Generation
Shelter Primary School,Bihar,Darbhanga,25.9068,86.2956,630,School,Synthetic Generation
Shelter Primary School,Bihar,Gopalganj,26.4427,84.3773,307,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Bihar,Siwan,26.147,84.5588,176,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Bihar,Siwan,26.225,84.6152,443,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Bihar,Saran,25.9047,84.8253,948,Community Hall,Synthetic Generation
Shelter Primary School,Bihar,Saran,25.864,85.1041,177,School,Synthetic Generation
Shelter Primary School,Bihar,Vaishali,25.7623,85.37,149,Government Building,Synthetic Generation
Shelter Primary School,Bihar,Vaishali,25.7521,85.1931,314,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Bihar,Samastipur,25.8451,85.9162,538,School,Synthetic Generation
Shelter Primary School,Bihar,Samastipur,25.6941,86.0074,734,Government Building,Synthetic Generation
Shelter Primary School,Bihar,Begusarai,25.4953,86.1308,220,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Bihar,Bhagalpur,25.2965,86.8584,276,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Bihar,Bhagalpur,25.3307,87.1928,222,School,Synthetic Generation
Shelter Primary School,Bihar,Bhagalpur,25.2705,87.0844,564,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Bihar,Banka,24.766,86.5038,295,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Bihar,Banka,25.0269,87.0588,256,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Bihar,Banka,24.8537,86.8409,773,Government Building,Synthetic Generation
Shelter Primary School,Bihar,Banka,24.8537,86.8409,298,Community Hall,Synthetic Generation
Shelter Primary School,Bihar,Nalanda,25.2773,85.5858,883,Community Hall,Synthetic Generation
Shelter Primary School,Bihar,Nalanda,25.2048,85.4869,290,Government Building,Synthetic Generation
Shelter Primary School,Bihar,Patna,25.579,85.0456,270,Government Building,Synthetic Generation
Shelter Primary School,Bihar,Patna,25.4564,85.2222,227,Community Hall,Synthetic Generation
Shelter Primary School,Bihar,Patna,25.4351,85.0447,808,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Bihar,Bhojpur,25.4512,84.629,595,School,Synthetic Generation
Shelter Primary School,Bihar,Rohtas,25.0921,84.3504,925,Community Hall,Synthetic Generation
Shelter Primary School,Bihar,Nawada,24.979,85.4614,865,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Bihar,Nawada,24.811,85.5941,370,Community Hall,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Gwalior,26.2798,78.1735,522,Government Building,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Gwalior,26.0221,78.148,982,Government Building,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Chhatarpur,24.8436,79.3593,262,Community Hall,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Chhatarpur,24.7967,79.6661,595,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Panna,24.4205,80.1917,998,School,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Panna,24.4205,80.1917,754,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Sagar,23.6589,78.7177,185,School,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Satna,24.4195,80.7799,888,School,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Rewa,24.4892,81.3438,633,School,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Rewa,24.7707,81.6333,486,School,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Rewa,24.6866,81.9442,514,School,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Umaria,23.5644,80.9719,938,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Mandsaur,24.2113,75.4055,345,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Ratlam,23.501,75.0901,156,School,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Ratlam,23.501,75.0901,426,School,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Shajapur,23.5797,76.3458,425,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Dewas,22.7451,76.4564,740,Government Building,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Dewas,22.6894,76.898,643,Government Building,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Dhar,22.1122,74.5879,908,Government Building,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Indore,22.6259,75.9278,692,Cyclone Shelter,Synthetic Generation
